job_title,company_name,location,summary
Data Analyst,MICRODENTAL LABORATORIES,Livermore. CA 94551,Develop automated applications surrounding database data extracts and data cleansing routines. Wide experience with programming. data mining. network security.
Senior Data Insights Analyst,CaaStle,Mountain View. CA 94043,Build scalable data products. self-service tools. data cubes to analyze and present data associated with acquisition. retention. product performance. operations
Sr. Data Analyst-Product,Weee! Inc,Fremont. CA,3-5 years of relevant experience working with Product teams. Partner with Data Engineering to craft our data infrastructure investments in support of BI needs
Data Analyst. Analytics - Community,Twitch,San Francisco. CA,"Expert fluency in SQL-based data manipulation. Our ideal candidate is a ""full-stack"" data powerhouse who uses data to drive decision-making to make the best"
Senior Data Analyst,PAX Labs,San Francisco. CA,Identify data. metrics and analyses needs for business partners; Initiate. develop and maintain data pipelines and data models that powers dashboards and data
Data Analyst,Fisker Inc,Manhattan Beach. CA 90266,You have 3-5 years of experience in data analysis. Monitor data streams. collect and record marketing data in dashboards and scorecards.
Data Analyst,University of California San Francisco,Richmond. CA+1 location,The Data Analyst will conduct data analytics using CAIR data to identify gaps and disparities in immunization coverage from over 11.000 participating clinical
Data Analyst,Prospect Medical Systems,Orange. CA,Identifies key capitation data shifts and presents findings. Compiles capitation payments data for analysis and trending purposes.
Data Analyst,Sentry,San Francisco. CA,Interface with data consumers to understand organization's data needs. We own the data pipelines that brings data together from different sources and help
Data Management Analyst,Aristotle Capital Management,Los Angeles. CA 90025 (West Los Angeles area),Minimum 3 years’ experience in a similar data management role. Develop subject matter expertise for enterprise data. including understanding system dependencies
Data Integrity Analyst I,Diakont,Carlsbad. CA,They will be responsible for NDT method validation. data collection techniques. data manipulation. data analysis. report processing. and employee certification
Logistics Data Analyst,Lucid Motors,Newark. CA 94560,Update PFEP data on regular cadence. Provide data and support lineside & replenishment market calculations. We are currently seeking a Logistics Data Analyst.
Data Analyst,EasyPay Finance,Vista. CA,You will leverage technical and analytical skills to mine data for delivering business insights. Performs regular audits of reported information to verify
Data Quality Analyst,Kinect,Santa Monica. CA,Provide ad hoc analysis to support data team. business units. and key stakeholders for complex data quality questions. SQL. DQ tools. Data Engineering.
data analyst,Lead5 Media,Newark. CA,Perform data modeling. data analysis. and development of key performance indicators. 2-3 years of experience in data mapping andor integration documentation
Sr. Data Analyst  Architect,QuantumBricks,Milpitas. CA•Temporarily Remote,Solid organizational skills including attention to detail and multitasking skills. *Proven experience working with data process mapping. order to cash.
Senior BI Data Analyst - REMOTE,Medable,Palo Alto. CA•Remote,BI governance including data dictionary. report integrity. data quality and data audits. Experience with querying and exploring data stored in data warehouses.
Performance Marketing Analyst,Iron Horse,San Ramon. CA•Remote,Experience with Tableau. Power BI or similar data visualization tool. Leveraging data to identify ways to grow revenue. customer engagement and conversion.
Data Analyst,Mac Incorporated,San Leandro. CA,Provide analysis of the data. Manage intake of data from internal and external sources. Primary duty will be to accept data from multiple sources. both internal
Data Analyst,Insight Global,San Francisco. CA,Build automated data quality check using combination of advanced SQL and Tableau. to ensure that data refreshes meet quality thresholds.
Data Analyst,Mason Tillman Associates,Oakland. CA 94612 (Lakewide area),""" button above or please send your resume and a cover letter to jobs@mtaltd.com. Include “Data Analyst” in the email heading. Equal Opportunity Employer"
Data Analyst - Precision Medicine,City of Hope,Duarte. CA 91010,Identify innovative techniques and ideas regarding routine processes used to gather and analyze data and maintenance of data in databases that will increase
Data Analyst - Talent Operations,Veeva Systems,Pleasanton. CA 94588•Remote,Experience with data visualization and storytelling. Analytics and data accuracy go hand-in-hand with this role. Hands on experience with Domo.
Sr. Data Analyst,Chairish. Inc.,San Francisco. CA 94104 (Financial District area)•Remote,Familiarity with data engineering. data design and ETL. Partner closely with business stakeholders and other data teams to improve platform capabilities around
Sr. Data Analyst. Services,Prealize Health,Palo Alto. CA 94301 (Professorville area),Have extensive experience working with health care claims data (large datasets. millions of records) (required). Have expert knowledge of Tableau (required).
Data Analyst,Sentry,San Francisco. CA,Interface with data consumers to understand organization's data needs. We own the data pipelines that brings data together from different sources and help
Business Analyst. FACET Project,UCLA,Los Angeles. CA,Three of more years of experience as a business or systems analyst using structured methods to elicit functional or technical requirements for systems
Senior Data Analyst,FocusKPI Inc.,San Francisco Bay Area. CA,The ideal candidate is an intelligent. sharp. detail-oriented. and highly quantitative individual who loves working with and analyzing data.
People Data Analyst,Facebook,Menlo Park. CA 94025+1 location,Experience with data management. specifically with building data systems and validating reports from disparate systems. Experience with R or Python.
DreamWorks Technology - Data Analyst,NBCUniversal,Glendale. CA,Present data analysis findings andor translate data into an understandable document or dashboard. Strong SQL with experience in querying large. complex data
